show_number,showid,showdate,venueid,tourid,exclude_from_stats,setlist_notes
129,1252371520,1988-04-22,348,6,0,"This show was part of UVM&rsquo;s Earth Day Festival. If you are a stage banter fan, seek out this show for Trey&rsquo;s announcements after Fire as someone requested &ldquo;Page&rsquo;s new love song.&rdquo; Trey announced that this requested song is actually called Tela, and announced the future debut of several songs, including &ldquo;The Tires&rdquo; (a.k.a. Contact), &ldquo;The Four-Track Song&rdquo; (a.k.a. Poor Heart) and &ldquo;Marijuana Hot Chocolate&rdquo; (a.k.a. Foam), for which Mike gave a preview of the bass line. The Fluffhead, Dinner and a Movie, Harry Hood, and Harpua that circulated at the end of this show are believed to have been played on March 11, 1988."
130,1252371545,1988-04-27,13,6,0,
131,1644122608,1988-04-28,1005,61,0,This show was a benefit for the 1988 Vermont Reggae Festival presented by The Vermont Reggae Fest Committee.
132,1252371619,1988-04-30,470,6,0,This show may have been a fraternity party.
133,1386183143,1988-05-01,24,6,0,
134,1252371648,1988-05-02,24,6,0,
135,1252371673,1988-05-03,24,6,0,
136,1252371701,1988-05-05,246,6,0,
137,1284336363,1988-05-08,779,6,0,This show may have taken place on the previous night or another night this week instead of the date listed. No other information is available about this gig or venue. This information came from Phish.com.
138,1252371727,1988-05-12,467,6,0,
139,1252374324,1988-05-14,347,6,0,"&quot;Springfest&quot; at Goddard. Fire was dedicated to Bobby Brown; JJLC subsequently featured Bobby on harmonica. JJLC also featured an appearance by three-year-old Cameron McKinney, whom Trey announced was &ldquo;playing guitar.&rdquo; I Didn&rsquo;t Know and Halley&#39;s Comet featured Richard Wright adding additional vocals. I Didn&#39;t Know featured Wright on drums and Fish&nbsp;on trombone. Prior to I Didn&#39;t Know, Trey introduced Fish&nbsp;as &quot;the second best trombonist drummer in all of Vermont.&quot; After Light Up, Trey introduced the crowd to Marley and sang to her both before and during YEM. BBFCFM was dedicated to Donald Fagen and Walter Becker of the band Steely Dan. Take the &lsquo;A&rsquo; Train, which was preceded by Rockin&#39; into the Night and HYHU teases, featured Carl Boyle on saxophone."
140,1252374645,1988-05-15,473,6,0,"&quot;Vermont Farm Festival.&quot; HYHU was briefly played before Alumni. Harpua was preceded by a Rocky Top tease. McGrupp and I Didn&#39;t Know featured Fish&nbsp;on trombone. After JJLC, Fish&nbsp;borrowed a snare drum from the Dirch Brothers. Fans of stage banter will want to seek out this show, as the band was particularly chatty."
141,1252374867,1988-05-21,2,6,1,"Per phish.com: ""The information on the flyer has been adopted that there were three shows 5/22, 5/23 and 5/24 and the complete 5/21/88 setlist has been adopted as 5/22/88, for which there was currently no setlist on file."""
142,1252374839,1988-05-22,2,6,0,"This show included the first known Phish performance of St. Thomas. Sneakin' Sally contained DEG teases. Prior to Letter to Jimmy Page, Trey announced that per ""Del's"" request, they were going to play Letter to Jimmy Page as a band, and then Fish would play it by himself (telling the crowd that Fish didn't know it). YEM was dedicated to Del and La Grange was dedicated to Mike. Bike featured a FishÂ trombone solo. The date for this show may be incorrect; note that Trey referred to Tela as a debut at this show, though it actually debuted on 3/12/88."
143,1252374977,1988-05-23,2,6,0,"This setlist is incomplete; it is also possible this is the second of three sets. Before YEM, Trey declined a request from an audience member, &ldquo;Del,&rdquo; and notes that: &ldquo;Last night was Del request night because you graduated... if you get a Masters we&rsquo;ll do another request for you.&rdquo; YEM was dedicated to audience member &ldquo;Ed&rdquo; with Trey remarking that he wrote the beginning of YEM while in class with him. I Didn&#39;t Know featured Fish&nbsp;on trombone."
144,1252375214,1988-05-24,2,6,0,"Ya Mar and the ensuing jam featured vocals from Jah Roy; the jam contained One Love quotes from Jah Roy and Trey.Â Halleyâs Comet featured vocals from Richard Wright. I Didn't Know featured Wright on drums and FishÂ on trombone. BBFCFM contained <em>Flintstones</em> theme teases from Trey. The master recordings confirm this listing as the correct performance order. Many recordings of this show circulate with an incorrect song order, an incorrect date (May 25, 1988) and an incorrect venue (Ianâs Farm, Hebron, NY)."
145,1252471955,1988-05-27,21,6,0,
146,1252472010,1988-05-28,488,6,1,
147,1252472079,1988-06-03,489,6,0,
148,1252472107,1988-06-04,489,6,0,
149,1252472350,1988-06-15,21,6,0,"I Didn&#39;t Know featured Fish&nbsp;on trombone and contained a Hands Across America quote from Trey. It&#39;s possible that Anarchy may have been played after I Didn&#39;t Know, as Trey called for it, but there is a cut in the recording. After the cut, Trey said &quot;that was a special request for our friend Steve Dolley&quot; and jokingly quoted Hello, Dolly! This show marked the first known performance of Contact; Contact lyrics were also sung during Dear Mrs. Reagan. &#39;A&#39; Train contained London Bridge Is Falling Down and <em>Brady Bunch</em> theme&nbsp;teases.&nbsp;Whipping Post began as Antelope. The actual date of this show may have been June 16, 1988."
150,1252472486,1988-06-17,490,6,0,
151,1252472877,1988-06-19,2,6,0,"By request, extensive teasing of Iron Man preceded La Grange. The YEM vocal jam was based on the word &ldquo;down&rdquo; and contained teases of When the Levee Breaks. BBFCFM contained teases of the <i>Flintstones</i> theme and London Bridge Is Falling Down. This show is full of stage banter throughout, focused on the Dance Contest that took place during BBFCFM and Swing Low, &ldquo;Art Funk&rdquo; and &ldquo;Foul, Reek and Fecal.&rdquo; &ldquo;Spunky Billington&rdquo; (Ninja Mike) &amp; Magoo from Ninja Custodian won the seemingly rigged dance contest and received the grand prize of Phish T-Shirts and a $20 bill. The listing for the third set may be incomplete. Some copies of this show in circulation are mislabeled as 6/18/88."
152,1252473301,1988-06-20,2,6,0,"This show featured the first known Phish performance of Satin Doll. &nbsp;Fluffhead&#39;s lyrics were changed to &quot;sure got some Bette&nbsp;Davis eyes&quot; and the song later contained a &quot;Get up John-Boy&quot; quote (in reference to <em>The Waltons</em>). The jam out of Ya Mar featured Jah Roy on vocals. During the jam, Jah Roy quoted lines from many famous reggae tunes, including One Love, Three Little Birds, and Stir It Up. I Didn&#39;t Know featured Fish&nbsp;on trombone. A-Train featured a <em>Flintstones</em>&nbsp;theme tease from Trey. This setlist is likely incomplete."
153,1252473539,1988-06-21,2,6,0,"Mockingbird was aborted and had to be restarted due to error. &nbsp;Fire contained DEG teases from Trey. GTBT was dedicated to Don Drive and East Coast Printers. I Didn&#39;t Know had a false start, lyrics changed to reference &quot;Daubs&quot; and &quot;Seth,&quot; and featured Fish&nbsp;on trombone."
154,1252474159,1988-06-23,491,6,0,
155,1252474326,1988-06-24,492,6,0,"This setlist is incomplete. This show featured the first known Phish performance&nbsp;of On Your Way Down. Mike teased Heartbreaker in the Sneakin&#39; Sally vocal jam. It is unclear whether this recording is actually from this show (which was confirmed for this date), is from another show&nbsp;or is a mix with pieces from various shows. Multiple songs (The Lizards, Possum, Blue Bossa, and Alumni Blues &gt; Letter to Jimmy Page &gt; Alumni Blues) were previously listed in this setlist based on recordings in circulation, but these songs are actually part of July 23, 1988."
156,1252474420,1988-06-27,493,6,0,"Several fans who were in the area for the following evening&rsquo;s Grateful Dead gig at the nearby Saratoga Performing Arts Center hired Phish to play at their campsite. While the show was apparently taped through the soundboard, copies do not circulate and no setlist is known."
157,1252474448,1988-07-07,21,6,0,"This was believed to be a three set show, but the second set is incomplete and the third set is unknown. I Didn&#39;t Know was dedicated to &quot;Gida&quot; and featured Fish&nbsp;on trombone. This show marked the first known Phish performances of Sweet Georgia Brown and Bold As Love."
158,1252474471,1988-07-08,21,6,0,
159,1252550449,1988-07-11,504,6,0,Trey graduated from college on this date and treated the crowd to a killer Alumni Blues. Letter to Jimmy Page featured a drum solo from Fish. Suzy Greenberg included Dave&rsquo;s Energy Guide teases. Trey referred to the &quot;With&quot; portion of The Curtain With as &ldquo;A Living Nightmare.&rdquo; McGrupp featured Fish&nbsp;on trombone. The listed encore may actually be the start of the second set; the first set appeared to end after Alumni given Page&rsquo;s comments.
160,1252550649,1988-07-12,504,6,0,"Happy Birthday was sung to ""Jen"" and was subsequently sung in multiple parts of Peaches. YEM contained Flash Light teases and the vocal jam was based on ""why should I feed you?."" I Didn't Know featured FishÂ on trombone. This show featured the first known Phish performance of Blue Bossa. Roll Like a Cantaloupe was performed for the first time since October 15, 1986 (103 shows)."
161,1252894649,1988-07-23,614,6,0,"This gig was a party at the home of local Burlington musician Peter Danforth and included the first known performance of Weekapaug and No Dogs Allowed as well as the first known Phish performance of Walk Away. This version and the next known version of No Dogs Allowed (released by the band on <em>Colorado â88</em>) concluded with a substantial section of Divided Sky. Fire, Satin Doll and Blue Bossa featured Danforth and Dave Grippo on horns. Blue Bossa also featured ""Vincent"" on trumpet and Slave also featured Danforth on saxophone. Forbin's through Bold As Love, The Curtain With through Wilson, Antelope, Alumni, Letter To Jimmy Page, YEM, and Contact all featured an unknown additional percussionist. After Weekapaug, FishÂ teased both Weekapaug and Peaches on the drums. Lizards included a Mockingbird tease from Page. Fire's lyrics were changed to ""move over, Rover, and let Cameron take over."" Terrapin contained a FishÂ trombone solo."
162,1252894817,1988-07-24,2,6,0,Mike teased Moby Dick before On Your Way Down. McGrupp featured Fish&nbsp;on trombone.
163,1252895003,1988-07-25,2,6,0,"These versions of Icculus and Sanity appear on the <em>Junta</em> re-release. During Icculus, Trey screamed &quot;This is Red Rocks. This is The Edge!&quot; Sanity&nbsp;was jokingly attributed to Jimmy Buffet. BBFCFM featured a tease of the <em>Flintstones</em> theme and Camel Walk contained a Sanity tease from Mike. This setlist is incomplete."
164,1252895238,1988-07-28,617,6,0,"This setlist is incomplete.&nbsp; The set number in which these songs were performed is unknown, but it is believed that these songs were played late in the show."
165,1252895263,1988-07-29,617,6,0,"Mike teased My Favorite Things in The Curtain With. Sloth contained a Take Five tease from Mike. There was a brief Gamehendge narration from Trey after Sloth that contained a ""Charge!"" tease from Page. I Didn't Know and McGrupp featured FishÂ on trombone. Good Times Bad Times contained DEG teases and 'A' Train contained a <em>Flintstones</em> theme tease from Trey. Trey dedicated Bold As Love to one of his favorite guitar players of all time, Angus Young (guitarist for AC/DC). You Shook Me All Night Long was subsequently teased and in Bold As Love, ""Anger"" was changed to ""Angus.""Â "
